video_id,direction,label,fall_ratio,confidence_mean,split
00005_H_A_N_C5,N,0,0.0,0.39165595173835754,train
00005_H_A_N_C5,N,0,0.0,0.3945620059967041,train
00005_H_A_N_C5,N,0,0.0,0.3971564471721649,train
00005_H_A_N_C5,N,0,0.0,0.3992775082588196,train
00005_H_A_N_C5,N,0,0.0,0.4003864824771881,train
00005_H_A_N_C5,N,0,0.0,0.40001043677330017,train
00005_H_A_N_C5,N,0,0.0,0.40130436420440674,train
00005_H_A_N_C5,N,0,0.0,0.4024171531200409,train
00005_H_A_N_C5,N,0,0.0,0.40514108538627625,train
00005_H_A_N_C5,N,0,0.0,0.40840378403663635,train
00005_H_A_N_C5,N,0,0.0,0.4110866189002991,train
00005_H_A_N_C6,N,0,0.0,0.36366569995880127,train
00005_H_A_N_C6,N,0,0.0,0.3698867857456207,train
00005_H_A_N_C6,N,0,0.0,0.37484800815582275,train
00005_H_A_N_C6,N,0,0.0,0.3807811141014099,train
00005_H_A_N_C6,N,0,0.0,0.38430073857307434,train
00005_H_A_N_C6,N,0,0.0,0.3857105076313019,train
00005_H_A_N_C6,N,0,0.0,0.3877425193786621,train
00005_H_A_N_C6,N,0,0.0,0.3899407386779785,train
00005_H_A_N_C6,N,0,0.0,0.3919382095336914,train
00005_H_A_N_C6,N,0,0.0,0.3937026858329773,train
00005_H_A_N_C6,N,0,0.0,0.3945223093032837,train
00005_H_A_N_C7,N,0,0.0,0.4203970730304718,train
00005_H_A_N_C7,N,0,0.0,0.4270610809326172,train
00005_H_A_N_C7,N,0,0.0,0.4341012239456177,train
00005_H_A_N_C7,N,0,0.0,0.44130828976631165,train
00005_H_A_N_C7,N,0,0.0,0.4456395208835602,train
00005_H_A_N_C7,N,0,0.0,0.4490615129470825,train
00005_H_A_N_C7,N,0,0.0,0.4487166404724121,train
00005_H_A_N_C7,N,0,0.0,0.44868454337120056,train
00005_H_A_N_C7,N,0,0.0,0.4482365846633911,train
00005_H_A_N_C7,N,0,0.0,0.4478423297405243,train
00005_H_A_N_C7,N,0,0.0,0.4474293291568756,train
00006_H_A_N_C6,N,0,0.0,0.5452716946601868,train
00006_H_A_N_C6,N,0,0.0,0.543868362903595,train
00006_H_A_N_C6,N,0,0.0,0.5421530604362488,train
00006_H_A_N_C6,N,0,0.0,0.5403107404708862,train
00006_H_A_N_C6,N,0,0.0,0.5381690263748169,train
00006_H_A_N_C6,N,0,0.0,0.5353118777275085,train
00006_H_A_N_C6,N,0,0.0,0.5314571857452393,train
00006_H_A_N_C6,N,0,0.0,0.5289950966835022,train
00006_H_A_N_C6,N,0,0.0,0.5269279479980469,train
00006_H_A_N_C6,N,0,0.0,0.525801956653595,train
00006_H_A_N_C6,N,0,0.0,0.524971067905426,train
00006_H_A_N_C7,N,0,0.0,0.6657424569129944,train
00006_H_A_N_C7,N,0,0.0,0.6629176139831543,train
00006_H_A_N_C7,N,0,0.0,0.6599895358085632,train
00006_H_A_N_C7,N,0,0.0,0.6559032797813416,train
00006_H_A_N_C7,N,0,0.0,0.6504562497138977,train
00006_H_A_N_C7,N,0,0.0,0.6452139019966125,train
00006_H_A_N_C7,N,0,0.0,0.6395934820175171,train
00006_H_A_N_C7,N,0,0.0,0.6329500079154968,train
00006_H_A_N_C7,N,0,0.0,0.6282433867454529,train
00006_H_A_N_C7,N,0,0.0,0.6236207485198975,train
00006_H_A_N_C7,N,0,0.0,0.620123565196991,train
00006_H_A_N_C8,N,0,0.0,0.5293834209442139,train
00006_H_A_N_C8,N,0,0.0,0.5247141122817993,train
00006_H_A_N_C8,N,0,0.0,0.5203424096107483,train
00006_H_A_N_C8,N,0,0.0,0.5142277479171753,train
00006_H_A_N_C8,N,0,0.0,0.507340133190155,train
00006_H_A_N_C8,N,0,0.0,0.5009174346923828,train
00006_H_A_N_C8,N,0,0.0,0.49584195017814636,train
00006_H_A_N_C8,N,0,0.0,0.4916766285896301,train
00006_H_A_N_C8,N,0,0.0,0.4893248379230499,train
00006_H_A_N_C8,N,0,0.0,0.485493004322052,train
00006_H_A_N_C8,N,0,0.0,0.48243412375450134,train
00007_H_A_FY_C6,FY,1,0.9166666666666666,0.41987285017967224,train
00007_H_A_FY_C6,FY,1,0.9333333333333333,0.4185955226421356,train
00007_H_A_FY_C6,FY,1,0.95,0.4181261658668518,train
00007_H_A_FY_C6,FY,1,0.9666666666666667,0.41742146015167236,train
00007_H_A_FY_C6,FY,1,0.9833333333333333,0.41593071818351746,train
00007_H_A_FY_C6,FY,1,1.0,0.414342999458313,train
00007_H_A_FY_C6,FY,1,1.0,0.4136616289615631,train
00007_H_A_FY_C6,FY,1,1.0,0.4131039083003998,train
00007_H_A_FY_C6,FY,1,1.0,0.41242480278015137,train
00007_H_A_FY_C6,FY,1,1.0,0.4124528467655182,train
00007_H_A_FY_C6,FY,1,1.0,0.4126010537147522,train
00007_H_A_FY_C6,FY,1,1.0,0.41303113102912903,train
00007_H_A_FY_C6,FY,1,1.0,0.41456300020217896,train
00007_H_A_FY_C6,FY,1,1.0,0.4167405068874359,train
00007_H_A_FY_C6,FY,1,1.0,0.41872531175613403,train
00007_H_A_FY_C6,FY,1,1.0,0.41971951723098755,train
00007_H_A_FY_C6,FY,1,1.0,0.4192391633987427,train
00007_H_A_FY_C6,FY,1,1.0,0.4189118444919586,train
00007_H_A_FY_C6,FY,1,1.0,0.4183445870876312,train
00007_H_A_FY_C6,FY,1,1.0,0.4174787998199463,train
00007_H_A_FY_C6,FY,1,1.0,0.4171966016292572,train
00007_H_A_FY_C6,FY,1,1.0,0.4176478385925293,train
00008_H_A_SY_C5,SY,1,1.0,0.24774549901485443,train
00008_H_A_SY_C5,SY,1,1.0,0.2512069642543793,train
00008_H_A_SY_C5,SY,1,1.0,0.2557397484779358,train
00008_H_A_SY_C5,SY,1,1.0,0.2589653730392456,train
00008_H_A_SY_C5,SY,1,1.0,0.26373735070228577,train
00008_H_A_SY_C5,SY,1,1.0,0.2653511166572571,train
00008_H_A_SY_C5,SY,1,1.0,0.2603066861629486,train
00008_H_A_SY_C5,SY,1,1.0,0.2563912570476532,train
00008_H_A_SY_C5,SY,1,1.0,0.25702810287475586,train
00008_H_A_SY_C5,SY,1,1.0,0.2597072422504425,train
00008_H_A_SY_C5,SY,1,1.0,0.26351210474967957,train
00008_H_A_SY_C5,SY,1,1.0,0.26808491349220276,train
00008_H_A_SY_C5,SY,1,1.0,0.2736460864543915,train
00008_H_A_SY_C5,SY,1,1.0,0.2791407108306885,train
00008_H_A_SY_C5,SY,1,1.0,0.2818393409252167,train
00008_H_A_SY_C5,SY,1,1.0,0.28284141421318054,train
00008_H_A_SY_C5,SY,1,1.0,0.28213995695114136,train
00008_H_A_SY_C5,SY,1,1.0,0.28188878297805786,train
00008_H_A_SY_C5,SY,1,1.0,0.28481581807136536,train
00008_H_A_SY_C5,SY,1,1.0,0.28887054324150085,train
00008_H_A_SY_C5,SY,1,1.0,0.29516807198524475,train
00008_H_A_SY_C5,SY,1,1.0,0.30003485083580017,train
00008_H_A_SY_C6,SY,1,1.0,0.3539332151412964,train
00008_H_A_SY_C6,SY,1,1.0,0.35254010558128357,train
00008_H_A_SY_C6,SY,1,1.0,0.3509489595890045,train
00008_H_A_SY_C6,SY,1,1.0,0.3491036295890808,train
00008_H_A_SY_C6,SY,1,1.0,0.3457149565219879,train
00008_H_A_SY_C6,SY,1,1.0,0.3427417278289795,train
00008_H_A_SY_C6,SY,1,1.0,0.33946889638900757,train
00008_H_A_SY_C6,SY,1,1.0,0.3357201814651489,train
00008_H_A_SY_C6,SY,1,1.0,0.3321886658668518,train
00008_H_A_SY_C6,SY,1,1.0,0.3295159935951233,train
00008_H_A_SY_C6,SY,1,1.0,0.3283884823322296,train
00008_H_A_SY_C6,SY,1,1.0,0.3275914788246155,train
00008_H_A_SY_C6,SY,1,1.0,0.3264889121055603,train
00008_H_A_SY_C6,SY,1,1.0,0.3249659240245819,train
00008_H_A_SY_C6,SY,1,1.0,0.3253327012062073,train
00008_H_A_SY_C6,SY,1,1.0,0.32555508613586426,train
00008_H_A_SY_C6,SY,1,1.0,0.32315123081207275,train
00008_H_A_SY_C6,SY,1,1.0,0.3226035535335541,train
00008_H_A_SY_C6,SY,1,1.0,0.3251768946647644,train
00008_H_A_SY_C6,SY,1,1.0,0.32836219668388367,train
00008_H_A_SY_C6,SY,1,1.0,0.33003777265548706,train
00008_H_A_SY_C6,SY,1,1.0,0.3304072320461273,train
00008_H_A_SY_C8,SY,1,1.0,0.2246199995279312,train
00008_H_A_SY_C8,SY,1,1.0,0.2190346121788025,train
00008_H_A_SY_C8,SY,1,1.0,0.21476618945598602,train
00008_H_A_SY_C8,SY,1,1.0,0.2113625407218933,train
00008_H_A_SY_C8,SY,1,1.0,0.20895473659038544,train
00008_H_A_SY_C8,SY,1,1.0,0.20723244547843933,train
00008_H_A_SY_C8,SY,1,1.0,0.2054055631160736,train
00008_H_A_SY_C8,SY,1,1.0,0.2050517201423645,train
00008_H_A_SY_C8,SY,1,1.0,0.2052648961544037,train
00008_H_A_SY_C8,SY,1,1.0,0.2058693766593933,train
00008_H_A_SY_C8,SY,1,1.0,0.20690883696079254,train
00008_H_A_SY_C8,SY,1,1.0,0.20893067121505737,train
00008_H_A_SY_C8,SY,1,1.0,0.21111422777175903,train
