video_id,window_index,window_start_frame,window_start_sec,score,binary_at_selected_threshold,label,direction,confidence_mean
00001_H_A_SY_C6,0,180,3.003000020980835,0.25240007042884827,0,1,SY,0.3737390339374542
00001_H_A_SY_C6,2,186,3.1029999256134033,0.2431410402059555,0,1,SY,0.3718917965888977
00001_H_A_SY_C6,4,192,3.203000068664551,0.23349247872829437,0,1,SY,0.3719027638435364
00001_H_A_SY_C6,6,198,3.302999973297119,0.24161933362483978,0,1,SY,0.3705601990222931
00001_H_A_SY_C6,8,204,3.4030001163482666,0.2412084937095642,0,1,SY,0.3720861077308655
00001_H_A_SY_C6,10,210,3.503999948501587,0.2325039952993393,0,1,SY,0.36869168281555176
00001_H_A_SY_C6,12,216,3.6040000915527344,0.2269672155380249,0,1,SY,0.3671424984931946
00001_H_A_SY_C6,14,222,3.7039999961853027,0.22624057531356812,0,1,SY,0.3661572337150574
00001_H_A_SY_C6,16,228,3.803999900817871,0.23338758945465088,0,1,SY,0.366372674703598
00001_H_A_SY_C6,18,234,3.9040000438690186,0.23568817973136902,0,1,SY,0.3632122874259949
00001_H_A_SY_C6,20,240,4.004000186920166,0.2419653981924057,0,1,SY,0.3692050576210022
00001_H_A_SY_C6,22,246,4.104000091552734,0.25061094760894775,0,1,SY,0.3625774681568146
00001_H_A_SY_C6,24,252,4.203999996185303,0.2638545036315918,0,1,SY,0.36259347200393677
00001_H_A_SY_C6,26,258,4.303999900817871,0.27734246850013733,0,1,SY,0.3678607642650604
00001_H_A_SY_C6,28,264,4.4039998054504395,0.26225847005844116,0,1,SY,0.3593345582485199
00001_H_A_SY_C6,30,270,4.505000114440918,0.25856640934944153,0,1,SY,0.35411861538887024
00001_H_A_SY_C6,32,276,4.605000019073486,0.26613280177116394,0,1,SY,0.3261040449142456
00001_H_A_SY_C6,34,282,4.704999923706055,0.27125298976898193,0,1,SY,0.36911800503730774
00001_H_A_SY_C6,36,288,4.804999828338623,0.2761009931564331,0,1,SY,0.38039058446884155
00001_H_A_SY_C6,38,294,4.90500020980835,0.2659297287464142,0,1,SY,0.3874678313732147
00001_H_A_SY_C6,40,300,5.005000114440918,0.25548332929611206,0,1,SY,0.3952123820781708
00001_H_A_SY_C6,42,306,5.105000019073486,0.25859856605529785,0,1,SY,0.40865418314933777
00001_H_A_SY_C6,44,312,5.204999923706055,0.26186490058898926,0,1,SY,0.41570746898651123
00001_H_A_SY_C6,46,318,5.304999828338623,0.2743496000766754,0,1,SY,0.42381277680397034
00001_H_A_SY_C6,48,324,5.40500020980835,0.29262351989746094,0,1,SY,0.4345190227031708
00001_H_A_SY_C6,50,330,5.50600004196167,0.2838103473186493,0,1,SY,0.4441489279270172
00001_H_A_SY_C6,52,336,5.605999946594238,0.28092965483665466,0,1,SY,0.4523921012878418
00001_H_A_SY_C6,54,342,5.705999851226807,0.2881903350353241,0,1,SY,0.46263444423675537
00001_H_A_SY_C6,56,348,5.806000232696533,0.2915761470794678,0,1,SY,0.47077128291130066
00001_H_A_SY_C6,58,354,5.906000137329102,0.30425700545310974,0,1,SY,0.4812210202217102
00001_H_A_SY_C6,60,360,6.00600004196167,0.3303222358226776,0,1,SY,0.4902069866657257
00001_H_A_SY_C6,62,366,6.105999946594238,0.3537020981311798,0,1,SY,0.4962415397167206
00001_H_A_SY_C6,64,372,6.205999851226807,0.40282028913497925,0,1,SY,0.5001799464225769
00001_H_A_SY_C6,66,378,6.306000232696533,0.4623430371284485,0,1,SY,0.46922004222869873
00001_H_A_SY_C6,68,384,6.406000137329102,0.450848788022995,0,1,SY,0.489856094121933
00001_H_A_SY_C6,70,390,6.50600004196167,0.4385431110858917,0,1,SY,0.5172460079193115
00001_H_A_SY_C6,72,396,6.60699987411499,0.4140722155570984,0,1,SY,0.5485456585884094
00001_H_A_SY_C6,74,402,6.706999778747559,0.35440805554389954,0,1,SY,0.502711832523346
00001_H_A_SY_C6,76,408,6.807000160217285,0.3875139653682709,0,1,SY,0.4822659492492676
00001_H_A_SY_C6,78,414,6.9070000648498535,0.38170409202575684,0,1,SY,0.47349852323532104
00001_H_A_SY_C6,80,420,7.006999969482422,0.362452894449234,0,1,SY,0.45607349276542664
00001_H_A_SY_C7,0,180,3.003000020980835,0.26637765765190125,0,1,SY,0.40908288955688477
00001_H_A_SY_C7,2,186,3.1029999256134033,0.2569699287414551,0,1,SY,0.4149216413497925
00001_H_A_SY_C7,4,192,3.203000068664551,0.2525670528411865,0,1,SY,0.4058774411678314
00001_H_A_SY_C7,6,198,3.302999973297119,0.24900546669960022,0,1,SY,0.4069216847419739
00001_H_A_SY_C7,8,204,3.4030001163482666,0.25123095512390137,0,1,SY,0.39806875586509705
00001_H_A_SY_C7,10,210,3.503999948501587,0.2574010193347931,0,1,SY,0.3963489234447479
00001_H_A_SY_C7,12,216,3.6040000915527344,0.2515251040458679,0,1,SY,0.39619743824005127
00001_H_A_SY_C7,14,222,3.7039999961853027,0.2500905394554138,0,1,SY,0.393728643655777
00001_H_A_SY_C7,16,228,3.803999900817871,0.24468804895877838,0,1,SY,0.38796091079711914
00001_H_A_SY_C7,18,234,3.9040000438690186,0.24224931001663208,0,1,SY,0.38416793942451477
00001_H_A_SY_C7,20,240,4.004000186920166,0.23916110396385193,0,1,SY,0.3801041841506958
00001_H_A_SY_C7,22,246,4.104000091552734,0.23729580640792847,0,1,SY,0.3731939494609833
00001_H_A_SY_C7,24,252,4.203999996185303,0.241192027926445,0,1,SY,0.3662295937538147
00001_H_A_SY_C7,26,258,4.303999900817871,0.24067091941833496,0,1,SY,0.35793256759643555
00001_H_A_SY_C7,28,264,4.4039998054504395,0.2445380836725235,0,1,SY,0.3498886525630951
00001_H_A_SY_C7,30,270,4.505000114440918,0.24267087876796722,0,1,SY,0.34373217821121216
00001_H_A_SY_C7,32,276,4.605000019073486,0.23691043257713318,0,1,SY,0.35123541951179504
00001_H_A_SY_C7,34,282,4.704999923706055,0.2516510486602783,0,1,SY,0.3653830587863922
00001_H_A_SY_C7,36,288,4.804999828338623,0.2665298283100128,0,1,SY,0.38986578583717346
00001_H_A_SY_C7,38,294,4.90500020980835,0.273363322019577,0,1,SY,0.42089810967445374
00001_H_A_SY_C7,40,300,5.005000114440918,0.26618492603302,0,1,SY,0.45054754614830017
00001_H_A_SY_C7,42,306,5.105000019073486,0.257180780172348,0,1,SY,0.47062504291534424
00001_H_A_SY_C7,44,312,5.204999923706055,0.24710914492607117,0,1,SY,0.48682311177253723
00001_H_A_SY_C7,46,318,5.304999828338623,0.24233445525169373,0,1,SY,0.4979262053966522
00001_H_A_SY_C7,48,324,5.40500020980835,0.24004864692687988,0,1,SY,0.5122964382171631
00001_H_A_SY_C7,50,330,5.50600004196167,0.24090375006198883,0,1,SY,0.5256679058074951
00001_H_A_SY_C7,52,336,5.605999946594238,0.24276578426361084,0,1,SY,0.5387498736381531
00001_H_A_SY_C7,54,342,5.705999851226807,0.2420625239610672,0,1,SY,0.5536212921142578
00001_H_A_SY_C7,56,348,5.806000232696533,0.25019821524620056,0,1,SY,0.5705852508544922
00001_H_A_SY_C7,58,354,5.906000137329102,0.25924408435821533,0,1,SY,0.5866034626960754
00001_H_A_SY_C7,60,360,6.00600004196167,0.26763880252838135,0,1,SY,0.6016780138015747
00001_H_A_SY_C7,62,366,6.105999946594238,0.2965070605278015,0,1,SY,0.6193630695343018
00001_H_A_SY_C7,64,372,6.205999851226807,0.34932318329811096,0,1,SY,0.6362489461898804
00001_H_A_SY_C7,66,378,6.306000232696533,0.4378049373626709,0,1,SY,0.6531751751899719
00001_H_A_SY_C7,68,384,6.406000137329102,0.49755001068115234,0,1,SY,0.6702062487602234
00001_H_A_SY_C7,70,390,6.50600004196167,0.3935628831386566,0,1,SY,0.6778797507286072
00001_H_A_SY_C7,72,396,6.60699987411499,0.33697378635406494,0,1,SY,0.6788142919540405
00001_H_A_SY_C7,74,402,6.706999778747559,0.2847258150577545,0,1,SY,0.6708498001098633
00001_H_A_SY_C7,76,408,6.807000160217285,0.2530151605606079,0,1,SY,0.6558464765548706
00001_H_A_SY_C7,78,414,6.9070000648498535,0.26548898220062256,0,1,SY,0.6388911604881287
00001_H_A_SY_C7,80,420,7.006999969482422,0.25244399905204773,0,1,SY,0.6249610781669617
00001_H_A_SY_C8,0,180,3.003000020980835,0.22821612656116486,0,1,SY,0.32663261890411377
00001_H_A_SY_C8,2,186,3.1029999256134033,0.23618243634700775,0,1,SY,0.3899150490760803
00001_H_A_SY_C8,4,192,3.203000068664551,0.2528107464313507,0,1,SY,0.3125839829444885
00001_H_A_SY_C8,6,198,3.302999973297119,0.26090946793556213,0,1,SY,0.4043433368206024
00001_H_A_SY_C8,8,204,3.4030001163482666,0.2694016993045807,0,1,SY,0.4208223521709442
00001_H_A_SY_C8,10,210,3.503999948501587,0.2588508129119873,0,1,SY,0.2913268506526947
00001_H_A_SY_C8,12,216,3.6040000915527344,0.2521043121814728,0,1,SY,0.2990289330482483
00001_H_A_SY_C8,14,222,3.7039999961853027,0.2690589129924774,0,1,SY,0.3453076183795929
00001_H_A_SY_C8,16,228,3.803999900817871,0.2727936804294586,0,1,SY,0.48003438115119934
00001_H_A_SY_C8,18,234,3.9040000438690186,0.255769819021225,0,1,SY,0.4671839475631714
00001_H_A_SY_C8,20,240,4.004000186920166,0.24512851238250732,0,1,SY,0.39201515913009644
00001_H_A_SY_C8,22,246,4.104000091552734,0.24109603464603424,0,1,SY,0.3048268258571625
00001_H_A_SY_C8,24,252,4.203999996185303,0.2436719387769699,0,1,SY,0.3623032867908478
00001_H_A_SY_C8,26,258,4.303999900817871,0.2729071378707886,0,1,SY,0.4964524507522583
00001_H_A_SY_C8,28,264,4.4039998054504395,0.27958136796951294,0,1,SY,0.5025438666343689
00001_H_A_SY_C8,30,270,4.505000114440918,0.2679932117462158,0,1,SY,0.3849034309387207
00001_H_A_SY_C8,32,276,4.605000019073486,0.2433764636516571,0,1,SY,0.35689130425453186
00001_H_A_SY_C8,34,282,4.704999923706055,0.27443963289260864,0,1,SY,0.4455969035625458
00001_H_A_SY_C8,36,288,4.804999828338623,0.2623608112335205,0,1,SY,0.5666627883911133
00001_H_A_SY_C8,38,294,4.90500020980835,0.26409396529197693,0,1,SY,0.578345775604248
00001_H_A_SY_C8,40,300,5.005000114440918,0.24038584530353546,0,1,SY,0.5677891373634338
00001_H_A_SY_C8,42,306,5.105000019073486,0.24271757900714874,0,1,SY,0.509113073348999
00001_H_A_SY_C8,44,312,5.204999923706055,0.2670491635799408,0,1,SY,0.5835987329483032
00001_H_A_SY_C8,46,318,5.304999828338623,0.24712084233760834,0,1,SY,0.494922935962677
00001_H_A_SY_C8,48,324,5.40500020980835,0.25615015625953674,0,1,SY,0.48749127984046936
00001_H_A_SY_C8,50,330,5.50600004196167,0.25045618414878845,0,1,SY,0.6236644983291626
00001_H_A_SY_C8,52,336,5.605999946594238,0.3745233118534088,0,1,SY,0.6270836591720581
00001_H_A_SY_C8,54,342,5.705999851226807,0.34105223417282104,0,1,SY,0.5928255915641785
00001_H_A_SY_C8,56,348,5.806000232696533,0.3122127056121826,0,1,SY,0.4706457257270813
00001_H_A_SY_C8,58,354,5.906000137329102,0.27969011664390564,0,1,SY,0.4974267780780792
00001_H_A_SY_C8,60,360,6.00600004196167,0.3039839565753937,0,1,SY,0.5874584317207336
00001_H_A_SY_C8,62,366,6.105999946594238,0.2537172734737396,0,1,SY,0.6892842054367065
00001_H_A_SY_C8,64,372,6.205999851226807,0.2557399868965149,0,1,SY,0.6210290193557739
00001_H_A_SY_C8,66,378,6.306000232696533,0.2631230056285858,0,1,SY,0.5274429321289062
00001_H_A_SY_C8,68,384,6.406000137329102,0.33881276845932007,0,1,SY,0.5525749325752258
00001_H_A_SY_C8,70,390,6.50600004196167,0.32076922059059143,0,1,SY,0.6922644972801208
00001_H_A_SY_C8,72,396,6.60699987411499,0.35174715518951416,0,1,SY,0.7451949119567871
