video_id,direction,label,fall_ratio,confidence_mean,split
00005_H_A_N_C5,N,0,0.0,0.3002833425998688,train
00005_H_A_N_C5,N,0,0.0,0.31109189987182617,train
00005_H_A_N_C5,N,0,0.0,0.3213183879852295,train
00005_H_A_N_C5,N,0,0.0,0.3297819197177887,train
00005_H_A_N_C5,N,0,0.0,0.3362666368484497,train
00005_H_A_N_C5,N,0,0.0,0.3416953384876251,train
00005_H_A_N_C5,N,0,0.0,0.34569016098976135,train
00005_H_A_N_C5,N,0,0.0,0.34874287247657776,train
00005_H_A_N_C5,N,0,0.0,0.34964025020599365,train
00005_H_A_N_C5,N,0,0.0,0.3483712077140808,train
00005_H_A_N_C5,N,0,0.0,0.34471485018730164,train
00005_H_A_N_C5,N,0,0.0,0.33736172318458557,train
00005_H_A_N_C5,N,0,0.0,0.3278753161430359,train
00005_H_A_N_C5,N,0,0.0,0.31652918457984924,train
00005_H_A_N_C5,N,0,0.0,0.30437159538269043,train
00005_H_A_N_C5,N,0,0.0,0.2931175231933594,train
00005_H_A_N_C5,N,0,0.0,0.281588613986969,train
00005_H_A_N_C5,N,0,0.0,0.27058449387550354,train
00005_H_A_N_C5,N,0,0.0,0.26050615310668945,train
00005_H_A_N_C5,N,0,0.0,0.24900256097316742,train
00005_H_A_N_C5,N,0,0.0,0.2366664856672287,train
00005_H_A_N_C5,N,0,0.0,0.22324441373348236,train
00005_H_A_N_C5,N,0,0.0,0.20869699120521545,train
00005_H_A_N_C5,N,0,0.0,0.19441914558410645,train
00005_H_A_N_C5,N,0,0.0,0.18108397722244263,train
00005_H_A_N_C5,N,0,0.0,0.168084055185318,train
00005_H_A_N_C5,N,0,0.0,0.15726080536842346,train
00005_H_A_N_C5,N,0,0.0,0.14793382585048676,train
00005_H_A_N_C5,N,0,0.0,0.14057229459285736,train
00005_H_A_N_C5,N,0,0.0,0.133897602558136,train
00005_H_A_N_C5,N,0,0.0,0.12794910371303558,train
00005_H_A_N_C5,N,0,0.0,0.12244748324155807,train
00005_H_A_N_C5,N,0,0.0,0.11689317971467972,train
00005_H_A_N_C5,N,0,0.0,0.11260174959897995,train
00005_H_A_N_C5,N,0,0.0,0.10801393538713455,train
00005_H_A_N_C5,N,0,0.0,0.10362374037504196,train
00005_H_A_N_C5,N,0,0.0,0.09953652322292328,train
00005_H_A_N_C5,N,0,0.0,0.09542733430862427,train
00005_H_A_N_C5,N,0,0.0,0.09246619045734406,train
00005_H_A_N_C5,N,0,0.0,0.09056266397237778,train
00005_H_A_N_C5,N,0,0.0,0.08790528029203415,train
00005_H_A_N_C6,N,0,0.0,0.3333624005317688,train
00005_H_A_N_C6,N,0,0.0,0.334507018327713,train
00005_H_A_N_C6,N,0,0.0,0.33495190739631653,train
00005_H_A_N_C6,N,0,0.0,0.33267468214035034,train
00005_H_A_N_C6,N,0,0.0,0.32867953181266785,train
00005_H_A_N_C6,N,0,0.0,0.32210251688957214,train
00005_H_A_N_C6,N,0,0.0,0.31404373049736023,train
00005_H_A_N_C6,N,0,0.0,0.30643802881240845,train
00005_H_A_N_C6,N,0,0.0,0.2984381318092346,train
00005_H_A_N_C6,N,0,0.0,0.2901414930820465,train
00005_H_A_N_C6,N,0,0.0,0.27994850277900696,train
00005_H_A_N_C6,N,0,0.0,0.2652062773704529,train
00005_H_A_N_C6,N,0,0.0,0.2474501132965088,train
00005_H_A_N_C6,N,0,0.0,0.22699759900569916,train
00005_H_A_N_C6,N,0,0.0,0.20606981217861176,train
00005_H_A_N_C6,N,0,0.0,0.186527281999588,train
00005_H_A_N_C6,N,0,0.0,0.16825421154499054,train
00005_H_A_N_C6,N,0,0.0,0.15130792558193207,train
00005_H_A_N_C6,N,0,0.0,0.13747426867485046,train
00005_H_A_N_C6,N,0,0.0,0.12689606845378876,train
00005_H_A_N_C6,N,0,0.0,0.11754978448152542,train
00005_H_A_N_C6,N,0,0.0,0.10807126015424728,train
00005_H_A_N_C6,N,0,0.0,0.09947679191827774,train
00005_H_A_N_C6,N,0,0.0,0.0926431193947792,train
00005_H_A_N_C6,N,0,0.0,0.08802611380815506,train
00005_H_A_N_C6,N,0,0.0,0.08481679111719131,train
00005_H_A_N_C6,N,0,0.0,0.08263392746448517,train
00005_H_A_N_C6,N,0,0.0,0.08109378814697266,train
00005_H_A_N_C6,N,0,0.0,0.07966101169586182,train
00005_H_A_N_C6,N,0,0.0,0.0780981034040451,train
00005_H_A_N_C6,N,0,0.0,0.07663870602846146,train
00005_H_A_N_C6,N,0,0.0,0.07448573410511017,train
00005_H_A_N_C6,N,0,0.0,0.07211262732744217,train
00005_H_A_N_C6,N,0,0.0,0.07021807134151459,train
00005_H_A_N_C6,N,0,0.0,0.06830072402954102,train
00005_H_A_N_C6,N,0,0.0,0.06492223590612411,train
00005_H_A_N_C6,N,0,0.0,0.061287906020879745,train
00005_H_A_N_C6,N,0,0.0,0.05915068835020065,train
00005_H_A_N_C6,N,0,0.0,0.05698524788022041,train
00005_H_A_N_C6,N,0,0.0,0.05488327145576477,train
00005_H_A_N_C6,N,0,0.0,0.05322529003024101,train
00005_H_A_N_C7,N,0,0.0,0.3218918740749359,train
00005_H_A_N_C7,N,0,0.0,0.32561978697776794,train
00005_H_A_N_C7,N,0,0.0,0.32587021589279175,train
00005_H_A_N_C7,N,0,0.0,0.32401594519615173,train
00005_H_A_N_C7,N,0,0.0,0.3217768967151642,train
00005_H_A_N_C7,N,0,0.0,0.3187045156955719,train
00005_H_A_N_C7,N,0,0.0,0.31601083278656006,train
00005_H_A_N_C7,N,0,0.0,0.31193533539772034,train
00005_H_A_N_C7,N,0,0.0,0.3059990406036377,train
00005_H_A_N_C7,N,0,0.0,0.30015620589256287,train
00005_H_A_N_C7,N,0,0.0,0.2925916612148285,train
00005_H_A_N_C7,N,0,0.0,0.28224417567253113,train
00005_H_A_N_C7,N,0,0.0,0.26689213514328003,train
00005_H_A_N_C7,N,0,0.0,0.24748727679252625,train
00005_H_A_N_C7,N,0,0.0,0.22571514546871185,train
00005_H_A_N_C7,N,0,0.0,0.20352508127689362,train
00005_H_A_N_C7,N,0,0.0,0.18185549974441528,train
00005_H_A_N_C7,N,0,0.0,0.16088442504405975,train
00005_H_A_N_C7,N,0,0.0,0.1426953822374344,train
00005_H_A_N_C7,N,0,0.0,0.12937527894973755,train
00005_H_A_N_C7,N,0,0.0,0.11815834045410156,train
00005_H_A_N_C7,N,0,0.0,0.10836271941661835,train
00005_H_A_N_C7,N,0,0.0,0.10159577429294586,train
00005_H_A_N_C7,N,0,0.0,0.09669835865497589,train
00005_H_A_N_C7,N,0,0.0,0.09188171476125717,train
00005_H_A_N_C7,N,0,0.0,0.08771700412034988,train
00005_H_A_N_C7,N,0,0.0,0.08315308392047882,train
00005_H_A_N_C7,N,0,0.0,0.07937278598546982,train
00005_H_A_N_C7,N,0,0.0,0.07578480243682861,train
00005_H_A_N_C7,N,0,0.0,0.07215196639299393,train
00005_H_A_N_C7,N,0,0.0,0.06849759072065353,train
00005_H_A_N_C7,N,0,0.0,0.06617900729179382,train
00005_H_A_N_C7,N,0,0.0,0.06434789299964905,train
00005_H_A_N_C7,N,0,0.0,0.062018074095249176,train
00005_H_A_N_C7,N,0,0.0,0.05944585055112839,train
00005_H_A_N_C7,N,0,0.0,0.057176120579242706,train
00005_H_A_N_C7,N,0,0.0,0.05435747653245926,train
00005_H_A_N_C7,N,0,0.0,0.052502501755952835,train
00005_H_A_N_C7,N,0,0.0,0.05139817297458649,train
00005_H_A_N_C7,N,0,0.0,0.05024554580450058,train
