video_id,direction,label,fall_ratio,confidence_mean,split
00001_H_A_SY_C6,SY,1,0.4,0.3477209210395813,train
00001_H_A_SY_C6,SY,1,0.43333333333333335,0.33894819021224976,train
00001_H_A_SY_C6,SY,1,0.4666666666666667,0.3299609124660492,train
00001_H_A_SY_C6,SY,1,0.5,0.33927589654922485,train
00001_H_A_SY_C6,SY,1,0.5333333333333333,0.3533816635608673,train
00001_H_A_SY_C6,SY,1,0.5666666666666667,0.35720786452293396,train
00001_H_A_SY_C6,SY,1,0.6,0.35724079608917236,train
00001_H_A_SY_C6,SY,1,0.6333333333333333,0.35901573300361633,train
00001_H_A_SY_C6,SY,1,0.6666666666666666,0.36020633578300476,train
00001_H_A_SY_C6,SY,1,0.6666666666666666,0.3610309660434723,train
00001_H_A_SY_C6,SY,1,0.6666666666666666,0.3617071807384491,train
00001_H_A_SY_C6,SY,1,0.6666666666666666,0.3636954724788666,train
00001_H_A_SY_C6,SY,1,0.6666666666666666,0.3665834367275238,train
00001_H_A_SY_C6,SY,1,0.6666666666666666,0.36815133690834045,train
00001_H_A_SY_C6,SY,1,0.6666666666666666,0.36974096298217773,train
00001_H_A_SY_C6,SY,1,0.6666666666666666,0.3707522749900818,train
00001_H_A_SY_C6,SY,1,0.6666666666666666,0.3730572760105133,train
00001_H_A_SY_C6,SY,1,0.6666666666666666,0.37614157795906067,train
00001_H_A_SY_C6,SY,1,0.6666666666666666,0.3790953457355499,train
00001_H_A_SY_C6,SY,1,0.6333333333333333,0.38168469071388245,train
00001_H_A_SY_C6,SY,1,0.6,0.3841977119445801,train
00001_H_A_SY_C6,SY,1,0.5666666666666667,0.3857693374156952,train
00001_H_A_SY_C6,SY,1,0.5333333333333333,0.38788139820098877,train
00001_H_A_SY_C6,SY,1,0.5,0.39073050022125244,train
00001_H_A_SY_C6,SY,1,0.4666666666666667,0.3928978443145752,train
00001_H_A_SY_C6,SY,1,0.43333333333333335,0.39570119976997375,train
00001_H_A_SY_C6,SY,1,0.4,0.39870598912239075,train
00001_H_A_SY_C6,SY,1,0.36666666666666664,0.4029342532157898,train
00001_H_A_SY_C6,SY,1,0.3333333333333333,0.40815407037734985,train
00001_H_A_SY_C6,SY,1,0.3,0.41327616572380066,train
00001_H_A_SY_C6,SY,1,0.26666666666666666,0.41962629556655884,train
00001_H_A_SY_C6,SY,1,0.23333333333333334,0.4339391589164734,train
00001_H_A_SY_C6,SY,1,0.2,0.4473715126514435,train
00001_H_A_SY_C6,SY,1,0.16666666666666666,0.44241392612457275,train
00001_H_A_SY_C6,SY,1,0.13333333333333333,0.4297131299972534,train
00001_H_A_SY_C6,SY,1,0.1,0.4190676808357239,train
00001_H_A_SY_C6,SY,1,0.06666666666666667,0.4063594937324524,train
00001_H_A_SY_C6,SY,1,0.03333333333333333,0.4037090241909027,train
00001_H_A_SY_C6,SY,0,0.0,0.4127664268016815,train
00001_H_A_SY_C6,SY,0,0.0,0.4231026768684387,train
00001_H_A_SY_C6,SY,0,0.0,0.41575297713279724,train
00001_H_A_SY_C6,SY,0,0.0,0.40700507164001465,train
00001_H_A_SY_C6,SY,0,0.0,0.39133211970329285,train
00001_H_A_SY_C6,SY,0,0.0,0.3785390257835388,train
00001_H_A_SY_C6,SY,0,0.0,0.3599819839000702,train
00005_H_A_N_C8,N,0,0.0,0.5300893187522888,train
00005_H_A_N_C8,N,0,0.0,0.5361331105232239,train
00005_H_A_N_C8,N,0,0.0,0.5412032008171082,train
00005_H_A_N_C8,N,0,0.0,0.5460925698280334,train
00005_H_A_N_C8,N,0,0.0,0.5480599403381348,train
00005_H_A_N_C8,N,0,0.0,0.5493540167808533,train
00005_H_A_N_C8,N,0,0.0,0.5449193120002747,train
00005_H_A_N_C8,N,0,0.0,0.5368701815605164,train
00005_H_A_N_C8,N,0,0.0,0.5304571986198425,train
00005_H_A_N_C8,N,0,0.0,0.523566722869873,train
00005_H_A_N_C8,N,0,0.0,0.5145353674888611,train
00005_H_A_N_C8,N,0,0.0,0.5012653470039368,train
00005_H_A_N_C8,N,0,0.0,0.48891741037368774,train
00005_H_A_N_C8,N,0,0.0,0.47482508420944214,train
00005_H_A_N_C8,N,0,0.0,0.4597260653972626,train
00005_H_A_N_C8,N,0,0.0,0.4413130581378937,train
00005_H_A_N_C8,N,0,0.0,0.4247892200946808,train
00005_H_A_N_C8,N,0,0.0,0.4108881652355194,train
00005_H_A_N_C8,N,0,0.0,0.3978196084499359,train
00005_H_A_N_C8,N,0,0.0,0.3829501271247864,train
00005_H_A_N_C8,N,0,0.0,0.36507362127304077,train
00005_H_A_N_C8,N,0,0.0,0.35600265860557556,train
00005_H_A_N_C8,N,0,0.0,0.34801700711250305,train
00005_H_A_N_C8,N,0,0.0,0.3319464921951294,train
00005_H_A_N_C8,N,0,0.0,0.31515809893608093,train
00005_H_A_N_C8,N,0,0.0,0.3025803864002228,train
00006_H_A_N_C5,N,0,0.0,0.3835473358631134,train
00006_H_A_N_C5,N,0,0.0,0.3857620060443878,train
00006_H_A_N_C5,N,0,0.0,0.3867439925670624,train
00006_H_A_N_C5,N,0,0.0,0.38782140612602234,train
00006_H_A_N_C5,N,0,0.0,0.38561999797821045,train
00006_H_A_N_C5,N,0,0.0,0.3842694163322449,train
00006_H_A_N_C5,N,0,0.0,0.38025397062301636,train
00006_H_A_N_C5,N,0,0.0,0.3763694763183594,train
00006_H_A_N_C5,N,0,0.0,0.3760344982147217,train
00006_H_A_N_C5,N,0,0.0,0.3766103684902191,train
00006_H_A_N_C5,N,0,0.0,0.37454894185066223,train
00006_H_A_N_C5,N,0,0.0,0.37314853072166443,train
00006_H_A_N_C5,N,0,0.0,0.37083685398101807,train
00006_H_A_N_C5,N,0,0.0,0.3704954981803894,train
00006_H_A_N_C5,N,0,0.0,0.3678267300128937,train
00006_H_A_N_C5,N,0,0.0,0.36388224363327026,train
00006_H_A_N_C5,N,0,0.0,0.3577989339828491,train
00006_H_A_N_C5,N,0,0.0,0.35317790508270264,train
